,NO_1,NO_2,NO_3,NO_4,NO_5
2019-01-16 17:00:00+01:00,54.01,54.01,54.01,54.01,54.01
2019-01-16 18:00:00+01:00,52.67,52.67,52.67,52.67,52.67
2019-01-16 19:00:00+01:00,52.16,52.16,52.16,52.16,52.16
2019-01-16 20:00:00+01:00,51.35,51.35,51.35,51.35,51.35
2019-01-16 21:00:00+01:00,50.39,50.39,50.09,50.09,50.39
2019-01-16 22:00:00+01:00,49.66,49.66,49.14,49.14,49.66
2019-01-16 23:00:00+01:00,49.47,49.47,48.82,48.82,49.47
2019-01-17 00:00:00+01:00,49.83,49.83,48.18,48.18,49.83
2019-01-17 01:00:00+01:00,48.46,48.46,47.93,47.93,48.46
2019-01-17 02:00:00+01:00,48.45,48.45,47.86,47.86,48.45
2019-01-17 03:00:00+01:00,48.31,48.31,47.86,47.86,48.31
2019-01-17 04:00:00+01:00,48.5,48.5,48.25,48.25,48.5
2019-01-17 05:00:00+01:00,50.3,50.3,50.3,50.3,50.3
2019-01-17 06:00:00+01:00,52.74,52.74,52.74,52.74,52.74
2019-01-17 07:00:00+01:00,53.94,53.94,53.94,53.94,53.94
2019-01-17 08:00:00+01:00,54.42,54.42,54.42,54.42,54.42
2019-01-17 09:00:00+01:00,54.74,54.74,54.74,54.74,54.74
2019-01-17 10:00:00+01:00,54.8,54.8,54.8,54.8,54.8
2019-01-17 11:00:00+01:00,54.62,54.62,54.62,54.62,54.62
2019-01-17 12:00:00+01:00,54.43,54.43,54.43,54.43,54.43
2019-01-17 13:00:00+01:00,54.47,54.47,54.47,54.47,54.47
2019-01-17 14:00:00+01:00,55.0,55.0,55.0,55.0,55.0
2019-01-17 15:00:00+01:00,55.9,55.9,55.9,55.9,55.9
2019-01-17 16:00:00+01:00,57.43,57.43,55.09,55.09,57.43
2019-01-17 17:00:00+01:00,58.72,58.72,54.7,54.7,58.72
2019-01-17 18:00:00+01:00,55.06,55.06,54.49,54.49,55.06
2019-01-17 19:00:00+01:00,53.85,53.85,53.85,53.85,53.85
2019-01-17 20:00:00+01:00,53.05,53.05,53.05,53.05,53.05
2019-01-17 21:00:00+01:00,52.75,52.75,52.75,52.75,52.75
2019-01-17 22:00:00+01:00,51.19,51.19,51.19,51.19,51.19
2019-01-17 23:00:00+01:00,50.03,50.03,50.03,50.03,50.03
2019-01-18 00:00:00+01:00,51.16,51.16,51.16,50.92,51.16
2019-01-18 01:00:00+01:00,50.47,50.47,50.47,50.47,50.47
2019-01-18 02:00:00+01:00,50.12,50.12,50.12,50.12,50.12
2019-01-18 03:00:00+01:00,50.15,50.15,50.15,50.15,50.15
2019-01-18 04:00:00+01:00,50.65,50.65,50.65,50.65,50.65
2019-01-18 05:00:00+01:00,53.03,53.03,53.03,50.76,53.03
2019-01-18 06:00:00+01:00,55.94,55.94,51.27,51.27,55.94
2019-01-18 07:00:00+01:00,70.75,70.75,54.04,52.47,70.75
2019-01-18 08:00:00+01:00,75.02,75.02,54.88,54.69,75.02
2019-01-18 09:00:00+01:00,74.07,74.07,55.27,55.27,74.07
2019-01-18 10:00:00+01:00,70.51,70.51,55.3,55.3,70.51
2019-01-18 11:00:00+01:00,69.02,69.02,55.22,54.24,69.02
2019-01-18 12:00:00+01:00,67.29,67.29,55.03,52.35,67.29
2019-01-18 13:00:00+01:00,63.18,63.18,55.24,51.97,63.18
2019-01-18 14:00:00+01:00,60.38,60.38,54.89,51.95,60.38
2019-01-18 15:00:00+01:00,59.38,59.38,54.79,51.92,59.38
2019-01-18 16:00:00+01:00,66.79,66.79,54.76,51.73,66.79
2019-01-18 17:00:00+01:00,73.24,73.24,54.54,51.51,73.24
2019-01-18 18:00:00+01:00,73.7,73.7,54.81,51.65,73.7
2019-01-18 19:00:00+01:00,60.48,60.48,54.87,51.64,60.48
2019-01-18 20:00:00+01:00,57.96,57.96,57.96,51.58,57.96
2019-01-18 21:00:00+01:00,56.33,56.33,56.33,51.19,56.33
2019-01-18 22:00:00+01:00,55.34,55.34,55.34,50.9,55.34
2019-01-18 23:00:00+01:00,53.16,53.16,53.16,50.71,53.16
2019-01-19 00:00:00+01:00,53.76,53.76,53.76,50.69,53.76
2019-01-19 01:00:00+01:00,53.18,53.18,53.18,50.61,53.18
2019-01-19 02:00:00+01:00,53.41,53.41,53.41,50.56,53.41
2019-01-19 03:00:00+01:00,52.46,52.46,52.46,50.53,52.46
2019-01-19 04:00:00+01:00,52.25,52.25,52.25,50.55,52.25
2019-01-19 05:00:00+01:00,51.99,51.99,51.99,50.65,51.99
2019-01-19 06:00:00+01:00,51.72,51.72,51.72,50.74,51.72
2019-01-19 07:00:00+01:00,52.75,52.75,52.75,50.94,52.75
2019-01-19 08:00:00+01:00,54.65,54.65,54.65,51.09,54.65
2019-01-19 09:00:00+01:00,56.62,56.62,56.62,51.23,56.62
2019-01-19 10:00:00+01:00,58.94,58.94,58.94,51.35,58.94
2019-01-19 11:00:00+01:00,57.04,57.04,57.04,51.62,57.04
2019-01-19 12:00:00+01:00,55.26,55.26,55.26,51.62,55.26
2019-01-19 13:00:00+01:00,54.38,54.38,54.38,51.65,54.38
2019-01-19 14:00:00+01:00,53.84,53.84,53.84,51.67,53.84
2019-01-19 15:00:00+01:00,55.41,55.41,55.41,51.45,55.41
2019-01-19 16:00:00+01:00,59.49,59.49,59.49,51.43,59.49
2019-01-19 17:00:00+01:00,63.96,63.96,63.96,51.4,63.96
2019-01-19 18:00:00+01:00,60.99,60.99,60.99,51.37,60.99
2019-01-19 19:00:00+01:00,57.04,57.04,57.04,51.34,57.04
2019-01-19 20:00:00+01:00,54.61,54.61,54.61,51.45,54.61
2019-01-19 21:00:00+01:00,53.6,53.6,53.6,51.21,53.6
2019-01-19 22:00:00+01:00,52.8,52.8,52.8,51.01,52.8
2019-01-19 23:00:00+01:00,52.3,52.3,50.75,50.75,52.3
2019-01-20 00:00:00+01:00,52.52,52.52,51.0,51.0,52.52
2019-01-20 01:00:00+01:00,52.31,52.31,49.73,49.73,52.31
2019-01-20 02:00:00+01:00,52.02,52.02,50.0,50.0,52.02
2019-01-20 03:00:00+01:00,50.99,50.99,50.11,50.11,50.99
2019-01-20 04:00:00+01:00,50.95,50.95,50.85,50.85,50.95
2019-01-20 05:00:00+01:00,51.11,51.11,51.11,50.96,51.11
2019-01-20 06:00:00+01:00,50.99,50.99,50.99,50.99,50.99
2019-01-20 07:00:00+01:00,51.83,51.83,51.83,50.94,51.83
2019-01-20 08:00:00+01:00,52.14,52.14,52.14,51.09,52.14
2019-01-20 09:00:00+01:00,53.68,53.68,53.68,51.23,53.68
2019-01-20 10:00:00+01:00,54.48,54.48,54.48,51.29,54.48
2019-01-20 11:00:00+01:00,54.7,54.7,54.7,51.35,54.7
2019-01-20 12:00:00+01:00,54.17,54.17,54.17,51.39,54.17
2019-01-20 13:00:00+01:00,53.71,53.71,53.71,51.48,53.71
2019-01-20 14:00:00+01:00,54.04,54.04,54.04,51.55,54.04
2019-01-20 15:00:00+01:00,55.39,55.39,55.39,51.62,55.39
2019-01-20 16:00:00+01:00,58.02,58.02,58.02,51.64,58.02
2019-01-20 17:00:00+01:00,65.08,65.08,57.99,51.62,65.08
2019-01-20 18:00:00+01:00,67.77,67.77,57.43,51.59,67.77
2019-01-20 19:00:00+01:00,63.62,63.62,63.62,51.57,63.62
2019-01-20 20:00:00+01:00,59.82,59.82,59.82,51.58,59.82
2019-01-20 21:00:00+01:00,57.37,57.37,57.37,51.6,57.37
2019-01-20 22:00:00+01:00,57.01,57.01,57.01,51.45,57.01
2019-01-20 23:00:00+01:00,54.62,54.62,54.62,51.3,54.62
2019-01-21 00:00:00+01:00,54.94,54.94,54.94,51.96,54.94
2019-01-21 01:00:00+01:00,53.1,53.1,53.1,51.87,53.1
2019-01-21 02:00:00+01:00,52.1,52.1,52.1,51.81,52.1
2019-01-21 03:00:00+01:00,51.83,51.83,51.83,51.8,51.83
2019-01-21 04:00:00+01:00,52.71,52.71,52.71,51.87,52.71
2019-01-21 05:00:00+01:00,55.05,55.05,55.05,51.98,55.05
2019-01-21 06:00:00+01:00,61.93,61.93,52.56,52.16,61.93
2019-01-21 07:00:00+01:00,77.71,77.08,55.64,52.42,77.08
2019-01-21 08:00:00+01:00,85.95,85.24,60.02,52.74,85.24
2019-01-21 09:00:00+01:00,83.95,83.26,61.52,52.84,83.26
2019-01-21 10:00:00+01:00,78.25,77.48,60.84,52.86,77.48
2019-01-21 11:00:00+01:00,75.0,72.6,59.23,52.85,72.6
2019-01-21 12:00:00+01:00,68.39,68.39,55.26,52.83,68.39
2019-01-21 13:00:00+01:00,69.27,69.27,59.55,52.86,69.27
2019-01-21 14:00:00+01:00,69.73,69.73,58.34,52.82,69.73
2019-01-21 15:00:00+01:00,74.04,74.04,58.37,52.85,74.04
2019-01-21 16:00:00+01:00,81.08,81.08,59.76,52.72,81.08
2019-01-21 17:00:00+01:00,88.35,88.35,58.87,52.66,88.35
2019-01-21 18:00:00+01:00,88.37,88.37,57.8,52.65,88.37
2019-01-21 19:00:00+01:00,78.01,78.01,57.0,52.58,78.01
2019-01-21 20:00:00+01:00,68.8,68.8,68.8,52.49,68.8
2019-01-21 21:00:00+01:00,61.6,61.6,61.6,52.4,61.6
2019-01-21 22:00:00+01:00,57.94,57.94,57.94,52.36,57.94
2019-01-21 23:00:00+01:00,54.93,54.93,54.93,52.19,54.93
2019-01-22 00:00:00+01:00,54.64,54.64,54.64,52.38,54.64
2019-01-22 01:00:00+01:00,54.05,54.05,54.05,52.26,54.05
2019-01-22 02:00:00+01:00,53.52,53.52,53.52,52.15,53.52
2019-01-22 03:00:00+01:00,52.48,52.48,52.48,52.13,52.48
2019-01-22 04:00:00+01:00,53.44,53.44,53.44,52.11,53.44
2019-01-22 05:00:00+01:00,55.17,54.94,54.32,52.25,55.17
2019-01-22 06:00:00+01:00,59.42,59.42,53.02,52.38,59.42
2019-01-22 07:00:00+01:00,73.54,73.54,56.04,52.68,73.54
2019-01-22 08:00:00+01:00,80.23,78.59,57.72,52.75,78.59
2019-01-22 09:00:00+01:00,76.6,76.6,58.61,52.8,76.6
2019-01-22 10:00:00+01:00,74.19,74.19,59.01,52.85,74.19
2019-01-22 11:00:00+01:00,70.06,70.06,59.28,52.86,70.06
2019-01-22 12:00:00+01:00,62.07,62.07,58.74,52.78,62.07
2019-01-22 13:00:00+01:00,58.85,58.45,58.85,52.86,58.85
2019-01-22 14:00:00+01:00,59.69,59.69,57.65,52.92,59.69
2019-01-22 15:00:00+01:00,65.09,65.09,58.07,52.95,65.09
2019-01-22 16:00:00+01:00,70.21,70.21,58.7,52.87,70.21
2019-01-22 17:00:00+01:00,78.8,78.8,58.33,52.81,78.8
2019-01-22 18:00:00+01:00,71.32,71.32,57.38,52.85,71.32
2019-01-22 19:00:00+01:00,60.1,60.1,56.83,52.77,60.1
2019-01-22 20:00:00+01:00,56.94,56.94,56.94,52.69,56.94
2019-01-22 21:00:00+01:00,55.38,55.38,55.38,52.6,55.38
2019-01-22 22:00:00+01:00,55.23,54.81,55.23,52.57,55.23
2019-01-22 23:00:00+01:00,53.3,53.3,53.3,52.38,53.3
2019-01-23 00:00:00+01:00,53.2,53.2,53.2,50.93,53.2
2019-01-23 01:00:00+01:00,52.62,52.62,52.62,50.8,52.62
2019-01-23 02:00:00+01:00,52.14,52.14,52.14,50.69,52.14
2019-01-23 03:00:00+01:00,51.19,51.19,51.19,50.69,51.19
2019-01-23 04:00:00+01:00,52.07,52.07,52.07,50.72,52.07
2019-01-23 05:00:00+01:00,54.87,54.87,55.68,50.86,54.87
2019-01-23 06:00:00+01:00,59.19,59.19,54.08,51.13,59.19
2019-01-23 07:00:00+01:00,79.48,79.48,55.91,51.59,79.48
2019-01-23 08:00:00+01:00,88.38,88.38,56.87,51.72,88.38
2019-01-23 09:00:00+01:00,84.1,84.1,57.81,51.73,84.1
2019-01-23 10:00:00+01:00,85.35,85.35,56.88,51.76,85.35
2019-01-23 11:00:00+01:00,82.25,82.25,56.41,51.82,82.25
2019-01-23 12:00:00+01:00,76.5,76.5,55.61,51.8,76.5
2019-01-23 13:00:00+01:00,66.25,66.25,55.1,51.79,66.25
2019-01-23 14:00:00+01:00,68.85,68.85,55.83,51.84,68.85
2019-01-23 15:00:00+01:00,74.58,74.58,56.21,51.83,74.58
2019-01-23 16:00:00+01:00,82.24,82.24,56.15,51.8,82.24
2019-01-23 17:00:00+01:00,87.13,87.13,56.06,51.7,87.13
2019-01-23 18:00:00+01:00,85.03,85.03,55.09,51.65,85.03
2019-01-23 19:00:00+01:00,62.25,62.25,54.65,51.63,62.25
2019-01-23 20:00:00+01:00,58.06,58.06,58.06,51.55,58.06
2019-01-23 21:00:00+01:00,57.55,57.55,57.55,51.43,57.55
2019-01-23 22:00:00+01:00,56.83,56.83,56.83,51.38,56.83
2019-01-23 23:00:00+01:00,54.96,54.96,54.96,51.18,54.96
2019-01-24 00:00:00+01:00,55.98,55.98,55.98,51.72,55.98
2019-01-24 01:00:00+01:00,55.8,55.8,55.8,51.6,55.8
2019-01-24 02:00:00+01:00,55.57,55.57,55.57,51.53,55.57
2019-01-24 03:00:00+01:00,55.33,55.33,55.33,51.53,55.33
2019-01-24 04:00:00+01:00,55.8,55.8,55.8,51.56,55.8
2019-01-24 05:00:00+01:00,59.51,59.51,54.18,51.65,59.51
2019-01-24 06:00:00+01:00,61.52,61.52,52.7,51.84,61.52
2019-01-24 07:00:00+01:00,95.9,95.9,54.63,52.39,95.9
2019-01-24 08:00:00+01:00,109.45,109.45,55.66,53.18,109.45
2019-01-24 09:00:00+01:00,107.67,107.67,55.22,53.19,107.67
2019-01-24 10:00:00+01:00,98.06,98.06,55.31,53.33,98.06
2019-01-24 11:00:00+01:00,100.37,100.37,55.15,53.28,100.37
2019-01-24 12:00:00+01:00,95.18,95.18,55.1,53.59,95.18
2019-01-24 13:00:00+01:00,89.67,89.67,54.95,53.59,89.67
2019-01-24 14:00:00+01:00,86.99,86.99,54.74,53.31,86.99
2019-01-24 15:00:00+01:00,87.55,87.55,54.9,53.02,87.55
2019-01-24 16:00:00+01:00,91.97,91.97,55.02,52.91,91.97
2019-01-24 17:00:00+01:00,103.4,103.4,54.83,52.67,103.4
2019-01-24 18:00:00+01:00,100.29,100.29,54.46,52.57,100.29
2019-01-24 19:00:00+01:00,73.38,73.38,54.07,52.44,73.38
2019-01-24 20:00:00+01:00,60.35,60.35,60.35,52.38,60.35
2019-01-24 21:00:00+01:00,59.75,59.75,59.75,52.22,59.75
2019-01-24 22:00:00+01:00,58.45,58.45,58.45,52.18,58.45
2019-01-24 23:00:00+01:00,57.19,57.19,57.19,51.95,57.19
2019-01-25 00:00:00+01:00,57.32,57.32,57.32,52.35,57.32
2019-01-25 01:00:00+01:00,56.47,56.47,56.47,51.94,56.47
2019-01-25 02:00:00+01:00,55.95,55.95,55.95,51.65,55.95
2019-01-25 03:00:00+01:00,55.44,55.44,55.44,51.63,55.44
2019-01-25 04:00:00+01:00,55.28,55.28,55.28,51.65,55.28
2019-01-25 05:00:00+01:00,57.61,57.61,54.36,51.72,57.61
2019-01-25 06:00:00+01:00,61.58,61.58,53.36,51.82,61.58
2019-01-25 07:00:00+01:00,81.78,81.78,55.52,52.31,81.78
2019-01-25 08:00:00+01:00,93.9,93.9,56.71,52.99,93.9
2019-01-25 09:00:00+01:00,90.65,90.65,55.9,53.17,90.65
2019-01-25 10:00:00+01:00,82.28,82.28,55.3,53.11,82.28
2019-01-25 11:00:00+01:00,75.5,75.5,54.98,52.81,75.5
2019-01-25 12:00:00+01:00,69.06,69.06,54.74,52.68,69.06
2019-01-25 13:00:00+01:00,65.12,65.12,54.57,52.64,65.12
2019-01-25 14:00:00+01:00,62.65,62.65,54.38,52.73,62.65
2019-01-25 15:00:00+01:00,62.22,62.22,54.49,52.73,62.22
2019-01-25 16:00:00+01:00,63.0,63.0,54.54,52.52,63.0
2019-01-25 17:00:00+01:00,66.67,66.67,54.44,52.31,66.67
2019-01-25 18:00:00+01:00,61.48,61.48,54.13,52.18,61.48
2019-01-25 19:00:00+01:00,57.28,56.75,53.11,52.02,57.28
2019-01-25 20:00:00+01:00,55.43,55.43,55.43,51.94,55.43
2019-01-25 21:00:00+01:00,54.36,54.36,54.36,51.87,54.36
2019-01-25 22:00:00+01:00,53.59,53.59,53.59,51.86,53.59
2019-01-25 23:00:00+01:00,52.35,52.35,52.35,51.74,52.35
2019-01-26 00:00:00+01:00,51.91,51.91,51.91,51.91,51.91
2019-01-26 01:00:00+01:00,51.52,51.52,51.52,51.52,51.52
2019-01-26 02:00:00+01:00,50.98,50.98,50.98,50.98,50.98
2019-01-26 03:00:00+01:00,50.85,50.85,50.85,50.85,50.85
2019-01-26 04:00:00+01:00,51.52,51.52,51.52,51.43,51.52
2019-01-26 05:00:00+01:00,52.01,52.01,52.01,51.11,52.01
2019-01-26 06:00:00+01:00,52.44,52.44,52.44,51.25,52.44
2019-01-26 07:00:00+01:00,53.35,53.35,53.35,51.41,53.35
2019-01-26 08:00:00+01:00,53.99,53.99,53.99,51.56,53.99
2019-01-26 09:00:00+01:00,56.28,56.28,56.28,51.75,56.28
2019-01-26 10:00:00+01:00,58.62,58.62,58.62,51.88,58.62
2019-01-26 11:00:00+01:00,59.18,59.18,59.18,51.95,59.18
2019-01-26 12:00:00+01:00,56.72,56.72,56.72,52.0,56.72
2019-01-26 13:00:00+01:00,56.16,56.16,56.16,52.04,56.16
2019-01-26 14:00:00+01:00,54.61,54.61,54.61,52.15,54.61
2019-01-26 15:00:00+01:00,54.1,54.1,54.1,52.26,54.1
2019-01-26 16:00:00+01:00,55.17,54.17,55.17,52.24,55.17
2019-01-26 17:00:00+01:00,56.73,55.95,56.73,52.23,56.73
2019-01-26 18:00:00+01:00,56.86,56.06,56.86,52.13,56.86
2019-01-26 19:00:00+01:00,55.11,55.11,55.11,51.99,55.11
2019-01-26 20:00:00+01:00,53.06,53.06,53.06,51.89,53.06
2019-01-26 21:00:00+01:00,52.42,52.42,52.42,51.78,52.42
2019-01-26 22:00:00+01:00,51.92,51.92,51.92,51.67,51.92
2019-01-26 23:00:00+01:00,51.14,51.14,51.14,51.14,51.14
2019-01-27 00:00:00+01:00,51.48,51.48,51.48,51.48,51.48
2019-01-27 01:00:00+01:00,51.02,51.02,51.02,51.02,51.02
2019-01-27 02:00:00+01:00,50.71,50.71,50.71,50.71,50.71
2019-01-27 03:00:00+01:00,50.66,50.66,50.66,50.66,50.66
2019-01-27 04:00:00+01:00,50.76,50.76,50.76,50.76,50.76
2019-01-27 05:00:00+01:00,50.84,50.84,50.84,50.84,50.84
2019-01-27 06:00:00+01:00,51.4,51.4,51.4,51.4,51.4
2019-01-27 07:00:00+01:00,51.46,51.46,51.46,51.46,51.46
2019-01-27 08:00:00+01:00,51.45,51.45,51.45,51.45,51.45
2019-01-27 09:00:00+01:00,51.66,51.66,51.66,51.66,51.66
2019-01-27 10:00:00+01:00,52.61,52.61,52.61,52.25,52.61
2019-01-27 11:00:00+01:00,52.64,52.64,52.64,52.36,52.64
2019-01-27 12:00:00+01:00,52.25,52.25,52.25,52.25,52.25
2019-01-27 13:00:00+01:00,52.04,52.04,52.04,52.04,52.04
2019-01-27 14:00:00+01:00,52.05,52.05,52.05,52.05,52.05
2019-01-27 15:00:00+01:00,52.17,52.17,52.17,52.17,52.17
2019-01-27 16:00:00+01:00,53.49,53.49,53.49,52.75,53.49
2019-01-27 17:00:00+01:00,54.31,54.31,54.31,52.72,54.31
2019-01-27 18:00:00+01:00,54.38,54.38,54.38,52.68,54.38
2019-01-27 19:00:00+01:00,54.26,54.26,54.26,52.68,54.26
2019-01-27 20:00:00+01:00,53.61,53.61,53.61,52.65,53.61
2019-01-27 21:00:00+01:00,52.8,52.8,52.8,52.65,52.8
2019-01-27 22:00:00+01:00,52.5,52.5,52.5,52.5,52.5
2019-01-27 23:00:00+01:00,51.53,51.53,51.53,51.53,51.53
2019-01-28 00:00:00+01:00,51.02,51.02,51.02,51.02,51.02
2019-01-28 01:00:00+01:00,50.51,50.51,50.51,50.51,50.51
2019-01-28 02:00:00+01:00,50.32,50.32,50.32,50.32,50.32
2019-01-28 03:00:00+01:00,50.39,50.39,50.39,50.39,50.39
2019-01-28 04:00:00+01:00,50.97,50.97,50.97,50.97,50.97
2019-01-28 05:00:00+01:00,53.57,53.57,53.57,51.92,53.57
2019-01-28 06:00:00+01:00,55.14,55.14,53.46,52.24,55.14
2019-01-28 07:00:00+01:00,61.99,61.99,55.44,52.72,61.99
2019-01-28 08:00:00+01:00,64.88,64.88,56.93,52.98,64.88
2019-01-28 09:00:00+01:00,61.9,61.9,56.97,53.46,61.9
2019-01-28 10:00:00+01:00,58.38,57.85,56.63,53.34,58.38
2019-01-28 11:00:00+01:00,57.3,56.75,55.85,52.96,57.3
2019-01-28 12:00:00+01:00,56.93,55.57,56.59,52.88,56.93
2019-01-28 13:00:00+01:00,56.9,55.45,56.2,52.87,56.9
2019-01-28 14:00:00+01:00,57.37,55.25,56.29,52.86,57.37
2019-01-28 15:00:00+01:00,58.0,55.14,57.11,52.85,58.0
2019-01-28 16:00:00+01:00,59.67,55.41,58.39,52.74,59.67
2019-01-28 17:00:00+01:00,61.38,60.59,57.76,52.73,61.38
2019-01-28 18:00:00+01:00,59.64,59.5,56.32,52.48,59.64
2019-01-28 19:00:00+01:00,56.44,55.63,55.66,52.44,56.44
2019-01-28 20:00:00+01:00,55.17,55.17,55.17,52.38,55.17
2019-01-28 21:00:00+01:00,54.79,54.79,54.79,52.27,54.79
2019-01-28 22:00:00+01:00,53.68,53.68,53.68,52.19,53.68
2019-01-28 23:00:00+01:00,52.36,52.36,52.36,51.96,52.36
2019-01-29 00:00:00+01:00,51.31,51.31,51.31,51.31,51.31
2019-01-29 01:00:00+01:00,50.69,50.69,50.69,50.69,50.69
2019-01-29 02:00:00+01:00,50.59,50.59,50.59,50.59,50.59
2019-01-29 03:00:00+01:00,51.0,51.0,51.0,51.0,51.0
2019-01-29 04:00:00+01:00,51.56,51.56,51.56,51.56,51.56
2019-01-29 05:00:00+01:00,54.18,54.18,52.79,52.16,54.18
2019-01-29 06:00:00+01:00,56.58,56.58,52.45,52.29,56.58
2019-01-29 07:00:00+01:00,67.67,67.67,55.18,52.59,67.67
2019-01-29 08:00:00+01:00,72.8,72.8,58.44,53.36,72.8
2019-01-29 09:00:00+01:00,70.63,70.63,58.25,55.02,70.63
2019-01-29 10:00:00+01:00,70.38,70.38,64.18,55.35,70.38
2019-01-29 11:00:00+01:00,67.51,67.51,59.51,53.18,67.51
2019-01-29 12:00:00+01:00,64.03,64.03,58.74,53.36,64.03
2019-01-29 13:00:00+01:00,63.84,63.84,57.77,53.04,63.84
2019-01-29 14:00:00+01:00,66.56,66.56,56.26,52.9,66.56
2019-01-29 15:00:00+01:00,66.0,66.0,55.49,52.96,66.0
2019-01-29 16:00:00+01:00,69.33,69.33,55.75,52.81,69.33
2019-01-29 17:00:00+01:00,71.45,71.45,55.71,52.74,71.45
2019-01-29 18:00:00+01:00,72.82,72.82,55.14,52.78,72.82
2019-01-29 19:00:00+01:00,68.14,68.14,53.87,52.75,68.14
2019-01-29 20:00:00+01:00,58.08,58.08,58.08,52.68,58.08
2019-01-29 21:00:00+01:00,55.74,55.74,55.74,52.6,55.74
2019-01-29 22:00:00+01:00,53.83,53.83,53.83,52.64,53.83
2019-01-29 23:00:00+01:00,52.64,52.64,52.64,52.48,52.64
2019-01-30 00:00:00+01:00,51.46,51.46,51.46,51.46,51.46
2019-01-30 01:00:00+01:00,51.12,51.12,51.12,51.12,51.12
2019-01-30 02:00:00+01:00,50.69,50.69,50.69,50.69,50.69
2019-01-30 03:00:00+01:00,50.82,50.82,50.82,50.82,50.82
2019-01-30 04:00:00+01:00,51.47,51.47,51.47,51.41,51.47
2019-01-30 05:00:00+01:00,53.97,53.97,53.97,51.53,53.97
2019-01-30 06:00:00+01:00,56.09,56.09,53.5,51.61,56.09
2019-01-30 07:00:00+01:00,66.59,60.76,56.18,52.14,60.76
2019-01-30 08:00:00+01:00,68.22,68.17,58.94,52.44,68.17
2019-01-30 09:00:00+01:00,67.49,65.21,58.11,52.61,65.21
2019-01-30 10:00:00+01:00,66.09,57.76,58.31,53.2,57.76
2019-01-30 11:00:00+01:00,63.73,55.88,63.73,53.48,56.39
2019-01-30 12:00:00+01:00,60.21,54.19,60.21,53.48,56.34
2019-01-30 13:00:00+01:00,57.84,53.94,57.84,53.56,56.24
2019-01-30 14:00:00+01:00,56.97,53.83,56.97,53.44,56.23
2019-01-30 15:00:00+01:00,57.68,53.78,57.68,53.47,56.2
2019-01-30 16:00:00+01:00,61.57,55.1,59.23,54.17,56.38
2019-01-30 17:00:00+01:00,68.2,57.11,56.91,52.75,57.11
2019-01-30 18:00:00+01:00,62.53,56.74,56.05,53.5,56.74
2019-01-30 19:00:00+01:00,57.86,54.44,55.03,52.57,56.57
2019-01-30 20:00:00+01:00,54.41,53.72,54.41,52.44,54.41
2019-01-30 21:00:00+01:00,53.83,53.36,53.83,52.33,53.83
2019-01-30 22:00:00+01:00,51.99,51.99,51.99,51.99,51.99
2019-01-30 23:00:00+01:00,50.86,50.86,50.86,50.86,50.86
2019-01-31 00:00:00+01:00,51.0,51.0,51.0,51.0,51.0
2019-01-31 01:00:00+01:00,50.55,50.55,50.55,50.55,50.55
2019-01-31 02:00:00+01:00,50.47,50.47,50.47,50.47,50.47
2019-01-31 03:00:00+01:00,50.52,50.52,50.52,50.52,50.52
2019-01-31 04:00:00+01:00,50.92,50.92,50.92,50.92,50.92
2019-01-31 05:00:00+01:00,53.75,53.75,53.75,53.75,53.75
2019-01-31 06:00:00+01:00,55.99,54.69,57.36,57.36,55.99
2019-01-31 07:00:00+01:00,69.07,56.15,68.0,68.0,56.15
2019-01-31 08:00:00+01:00,70.06,56.39,63.18,63.18,56.39
2019-01-31 09:00:00+01:00,67.42,56.32,66.67,66.67,56.32
2019-01-31 10:00:00+01:00,65.73,56.28,64.16,64.16,56.28
2019-01-31 11:00:00+01:00,61.51,56.09,61.51,61.51,56.09
2019-01-31 12:00:00+01:00,59.46,56.08,59.46,59.46,56.08
2019-01-31 13:00:00+01:00,57.24,56.23,57.24,57.24,56.23
2019-01-31 14:00:00+01:00,56.9,56.09,56.9,56.9,56.09
2019-01-31 15:00:00+01:00,56.92,55.92,56.92,56.92,55.92
2019-01-31 16:00:00+01:00,59.09,56.46,59.09,59.09,56.46
2019-01-31 17:00:00+01:00,60.27,57.31,60.27,60.27,57.31
2019-01-31 18:00:00+01:00,57.7,56.94,57.7,57.7,56.94
2019-01-31 19:00:00+01:00,56.38,56.38,56.38,56.38,56.38
2019-01-31 20:00:00+01:00,55.68,55.41,55.68,55.68,55.68
2019-01-31 21:00:00+01:00,54.28,54.28,54.28,54.28,54.28
2019-01-31 22:00:00+01:00,52.62,52.62,52.62,52.62,52.62
2019-01-31 23:00:00+01:00,51.46,51.46,51.46,51.46,51.46
2019-02-01 00:00:00+01:00,51.31,51.31,51.31,51.31,51.31
2019-02-01 01:00:00+01:00,50.47,50.47,50.47,50.47,50.47
2019-02-01 02:00:00+01:00,50.03,50.03,50.03,50.03,50.03
2019-02-01 03:00:00+01:00,50.1,50.1,50.1,50.1,50.1
2019-02-01 04:00:00+01:00,50.72,50.72,50.72,50.72,50.72
2019-02-01 05:00:00+01:00,52.56,52.56,52.56,52.56,52.56
2019-02-01 06:00:00+01:00,53.98,53.98,53.98,53.98,53.98
2019-02-01 07:00:00+01:00,55.29,55.29,55.29,55.29,55.29
2019-02-01 08:00:00+01:00,56.66,56.66,56.66,56.66,56.66
2019-02-01 09:00:00+01:00,55.93,55.93,55.93,55.93,55.93
